cable_key,risk_score,max_lp_risk,landing_points,risk_tier,importance_score,importance_tier,base_cost,baseline_material,baseline_reliability_tier,baseline_failure_factor,baseline_expected_cost,importance_material,importance_reliability_tier,importance_failure_factor,importance_expected_cost,sensitivity_material,sensitivity_reliability_tier,sensitivity_failure_factor,sensitivity_expected_cost,combined_material,combined_reliability_tier,combined_failure_factor,combined_expected_cost
id-lanis-2,0.0,0.0,2,1,8.648259710698416e-07,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-lake-michigan-crossing-peninsula-and-island-connection,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-oskarshamn-visby,0.0,0.0,2,1,1.989099733460636e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-aurora,0.0,0.0,12,1,1.979490556004304e-05,3,12000000,Stainless_steel,6,0.5,600000.0,GFRP,7,0.4,480000.0,GFRP,7,0.4,480000.0,Stainless_steel,6,0.5,600000.0
id-la-gomera-el-hierro,0.0,0.0,2,1,0.000374950104346,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-kingisepp-kaliningrad-system-baltika,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-ketchcan1-submarine-fiber-cable-system,0.0,0.0,2,1,0.0429929205346008,10,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-kattegat-2,0.0,0.0,4,1,8.648259710698416e-07,3,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-au-aleutian,0.0,0.0,14,1,0.0006865922021305,5,14000000,Stainless_steel,6,0.5,700000.0,Nickel_superalloys,8,0.3,420000.0,Nickel_superalloys,8,0.3,420000.0,Stainless_steel,6,0.5,700000.0
id-jerry-newton,0.0,0.0,2,1,0.0020874736876698,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-st-thomas-st-croix-system,0.0,0.0,7,1,0.0,1,7000000,Stainless_steel,6,0.5,350000.0,Stainless_steel,6,0.5,350000.0,Stainless_steel,6,0.5,350000.0,Stainless_steel,6,0.5,350000.0
id-pencan-9,0.0,0.0,2,1,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-persona,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-petropavlovsk-kamchatsky---anadyr,0.0,0.0,3,1,1.7296519421396832e-06,3,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-baltic-sea-submarine-cable,0.0,0.0,3,1,8.513731226309774e-05,4,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-bass-strait-1,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-picot-1,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-bass-strait-2,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-basslink,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-atisa,0.0,0.0,4,1,0.0074992062819421,9,4000000,Stainless_steel,6,0.5,200000.0,CFRP,10,0.1,40000.0,CFRP,10,0.1,40000.0,Stainless_steel,6,0.5,200000.0
id-polar-circle-cable,0.0,0.0,7,1,0.0021286249901265,6,7000000,Stainless_steel,6,0.5,350000.0,Nickel_superalloys,8,0.3,210000.0,Nickel_superalloys,8,0.3,210000.0,Stainless_steel,6,0.5,350000.0
id-oman-australia-cable-oac,0.0,0.0,5,1,0.0022440312113771,6,5000000,Stainless_steel,6,0.5,250000.0,Nickel_superalloys,8,0.3,150000.0,Nickel_superalloys,8,0.3,150000.0,Stainless_steel,6,0.5,250000.0
id-latvia-sweden-1-lv-se-1,0.0,0.0,2,1,1.0089636329148153e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-lic-lin-lamp,0.0,0.0,3,1,0.0002497905679773,4,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-ogasawara-cable-network,0.0,0.0,3,1,0.0027187405930156,7,3000000,Stainless_steel,6,0.5,150000.0,Titanium_alloys,9,0.2,60000.0,Titanium_alloys,9,0.2,60000.0,Stainless_steel,6,0.5,150000.0
id-azores-fiber-optic-system-afos,0.0,0.0,7,1,0.0010663441497254,5,7000000,Stainless_steel,6,0.5,350000.0,Nickel_superalloys,8,0.3,210000.0,Nickel_superalloys,8,0.3,210000.0,Stainless_steel,6,0.5,350000.0
id-bahamas-2,0.0,0.0,3,1,0.0031207725624928,7,3000000,Stainless_steel,6,0.5,150000.0,Titanium_alloys,9,0.2,60000.0,Titanium_alloys,9,0.2,60000.0,Stainless_steel,6,0.5,150000.0
id-mariana-guam-cable,0.0,0.0,4,1,0.0053843344270499,8,4000000,Stainless_steel,6,0.5,200000.0,Titanium_alloys,9,0.2,80000.0,Titanium_alloys,9,0.2,80000.0,Stainless_steel,6,0.5,200000.0
id-marea,0.0,0.0,2,1,0.0205474002466483,10,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-n0r5ke-viking,0.0,0.0,16,1,0.001888879015459,6,16000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,Stainless_steel,6,0.5,800000.0
id-n0r5ke-viking-2,0.0,0.0,16,1,0.004357317551989,8,16000000,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0,Stainless_steel,6,0.5,800000.0
id-nationwide-submarine-cable-ooredoo-maldives-nascom,0.0,0.0,6,1,0.00217681501507,6,6000000,Stainless_steel,6,0.5,300000.0,Nickel_superalloys,8,0.3,180000.0,Nickel_superalloys,8,0.3,180000.0,Stainless_steel,6,0.5,300000.0
id-natitua,0.0,0.0,11,1,1.048273904327081e-06,3,11000000,Stainless_steel,6,0.5,550000.0,GFRP,7,0.4,440000.0,GFRP,7,0.4,440000.0,Stainless_steel,6,0.5,550000.0
id-natitua-sud,0.0,0.0,3,1,3.843670982532629e-06,3,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-malta-italy-interconnector,0.0,0.0,2,1,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-malta-gozo-cable,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-ningbo-zhoushan-cable,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-nome-to-homer-express-nthe,0.0,0.0,7,1,0.0025361804063215,7,7000000,Stainless_steel,6,0.5,350000.0,Titanium_alloys,9,0.2,140000.0,Titanium_alloys,9,0.2,140000.0,Stainless_steel,6,0.5,350000.0
id-nordbalt,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-norfest,0.0,0.0,10,1,0.004915440199302,8,10000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Stainless_steel,6,0.5,500000.0
id-norte-conectado-infovia-00,0.0,0.0,5,1,7.379848286462648e-05,4,5000000,Stainless_steel,6,0.5,250000.0,GFRP,7,0.4,200000.0,GFRP,7,0.4,200000.0,Stainless_steel,6,0.5,250000.0
id-lynn-canal-fiber,0.0,0.0,3,1,0.0044161729631442,8,3000000,Stainless_steel,6,0.5,150000.0,Titanium_alloys,9,0.2,60000.0,Titanium_alloys,9,0.2,60000.0,Stainless_steel,6,0.5,150000.0
id-norte-conectado-infovia-03,0.0,0.0,8,1,1.9170309025381488e-05,3,8000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,Stainless_steel,6,0.5,400000.0
id-norte-conectado-infovia-04,0.0,0.0,4,1,1.8161345392466677e-05,3,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-north-west-cable-system,0.0,0.0,3,1,0.0011981747431482,5,3000000,Stainless_steel,6,0.5,150000.0,Nickel_superalloys,8,0.3,90000.0,Nickel_superalloys,8,0.3,90000.0,Stainless_steel,6,0.5,150000.0
id-northern-lights,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-isle-au-haut-cable,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-projeto-amaznia-conectada-pac-02,0.0,0.0,5,1,4.520157075458372e-05,3,5000000,Stainless_steel,6,0.5,250000.0,GFRP,7,0.4,200000.0,GFRP,7,0.4,200000.0,Stainless_steel,6,0.5,250000.0
id-ingrid,0.0,0.0,4,1,0.000561560330548,5,4000000,Stainless_steel,6,0.5,200000.0,Nickel_superalloys,8,0.3,120000.0,Nickel_superalloys,8,0.3,120000.0,Stainless_steel,6,0.5,200000.0
id-apocs-2,0.0,0.0,4,1,0.0,1,4000000,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0
id-anjana,0.0,0.0,2,1,0.007475267418604,9,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-groote-eylandt,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-segunda-fos-canal-de-chacao,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-groix-4,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-greenland-connect-north,0.0,0.0,4,1,0.0005615963649634,5,4000000,Stainless_steel,6,0.5,200000.0,Nickel_superalloys,8,0.3,120000.0,Nickel_superalloys,8,0.3,120000.0,Stainless_steel,6,0.5,200000.0
id-minoas-east-and-west,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-go-1-mediterranean-cable-system,0.0,0.0,2,1,0.0140928436803995,10,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-sirius-north,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-globalconnect-denmark-sweden,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-globalconnect-2-gc2,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-skagenfiber-west,0.0,0.0,2,1,0.0003867934155609,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-gc-lnz-fu-ring,0.0,0.0,6,1,0.0011205021602391,5,6000000,Stainless_steel,6,0.5,300000.0,Nickel_superalloys,8,0.3,180000.0,Nickel_superalloys,8,0.3,180000.0,Stainless_steel,6,0.5,300000.0
id-flores-corvo-cable-system,0.0,0.0,4,1,0.0003743735536986,4,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-bicentenario,0.0,0.0,2,1,0.0004912211515676,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-south-atlantic-inter-link-sail,0.0,0.0,2,1,0.0095638461616813,9,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-amerigo-vespucci,0.0,0.0,2,1,0.0020874736876698,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-americas-i-north,0.0,0.0,2,1,0.0035999101734091,7,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-finland-estonia-connection-2-fec-2,0.0,0.0,2,1,3.4593038842793666e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-finland-estonia-connection-1-fec-1,0.0,0.0,2,1,3.4593038842793666e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-finland-estonia-3-eesf-3,0.0,0.0,2,1,2.392685186626562e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-st-pierre-and-miquelon-cable,0.0,0.0,4,1,0.0,1,4000000,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0
id-apocs-1,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-sealink-south,0.0,0.0,3,1,0.0143335231466186,10,3000000,Stainless_steel,6,0.5,150000.0,CFRP,10,0.1,30000.0,CFRP,10,0.1,30000.0,Stainless_steel,6,0.5,150000.0
id-quintillion-subsea-cable-network,0.0,0.0,6,1,0.000620016160074,5,6000000,Stainless_steel,6,0.5,300000.0,Nickel_superalloys,8,0.3,180000.0,Nickel_superalloys,8,0.3,180000.0,Stainless_steel,6,0.5,300000.0
id-sealink,0.0,0.0,3,1,0.0088141781747777,9,3000000,Stainless_steel,6,0.5,150000.0,CFRP,10,0.1,30000.0,CFRP,10,0.1,30000.0,Stainless_steel,6,0.5,150000.0
id-r100-north,0.0,0.0,31,1,6.385453406465497e-07,3,31000000,Stainless_steel,6,0.5,1550000.0,GFRP,7,0.4,1240000.0,GFRP,7,0.4,1240000.0,Stainless_steel,6,0.5,1550000.0
id-bcs-east,0.0,0.0,2,1,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-red2med,0.0,0.0,4,1,0.0059108332713541,8,4000000,Stainless_steel,6,0.5,200000.0,Titanium_alloys,9,0.2,80000.0,Titanium_alloys,9,0.2,80000.0,Stainless_steel,6,0.5,200000.0
id-iceni,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-bcs-east-west-interlink,0.0,0.0,2,1,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-hronn,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-ruppione-isolella,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-hokkaido-rebun-rishiri,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-saba-statia-cable-system-sscs,0.0,0.0,5,1,0.0008660078998969,5,5000000,Stainless_steel,6,0.5,250000.0,Nickel_superalloys,8,0.3,150000.0,Nickel_superalloys,8,0.3,150000.0,Stainless_steel,6,0.5,250000.0
id-bcs-north---phase-1,0.0,0.0,5,1,4.208819725873229e-05,3,5000000,Stainless_steel,6,0.5,250000.0,GFRP,7,0.4,200000.0,GFRP,7,0.4,200000.0,Stainless_steel,6,0.5,250000.0
id-havsil,0.0,0.0,2,1,0.0208280362742605,10,2000000,Stainless_steel,6,0.5,100000.0,CFRP,10,0.1,20000.0,CFRP,10,0.1,20000.0,Stainless_steel,6,0.5,100000.0
id-sarco,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-bcs-north---phase-2,0.0,0.0,3,1,1.595123457751041e-05,3,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-scandinavian-ring-north,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-scandinavian-ring-south,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-scotland-northern-ireland-3,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-scotland-northern-ireland-4,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-arctic-way,0.0,0.0,3,1,0.0012481841056901,5,3000000,Stainless_steel,6,0.5,150000.0,Nickel_superalloys,8,0.3,90000.0,Nickel_superalloys,8,0.3,90000.0,Stainless_steel,6,0.5,150000.0
id-gulf2africa-g2a,0.0,0.0,3,1,0.001331864026039,6,3000000,Stainless_steel,6,0.5,150000.0,Nickel_superalloys,8,0.3,90000.0,Nickel_superalloys,8,0.3,90000.0,Stainless_steel,6,0.5,150000.0
id-sea2shore,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-guernsey-jersey-4,0.0,0.0,2,1,0.0026194617745959,7,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-silphium,0.0,0.0,2,1,0.0015311743817791,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
